test	pin_file	area	verdict	evidence	declined_ref	pin_commit	sweep_date	confidence	source_doc
mint_failure_starts_the_cooldown_that_suppresses_the_blocking_wait	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	New at 42effe840. Pin file imports `use crate::server::server_api::ServerApiProvider;`, `use crate::server::server_api::team::MockTeamClient;`, `use crate::server::server_api::workspace::MockWorkspaceClient;`. The ledger already carries CLOUD rows for this pin file ("mints GCP tokens via Warp's own account-bound managed secret service"); `app/src/ai/geap_credentials.rs` is absent from the fork.		42effe840	2026-08-15	clean	issue-592-newtest-gap
refresh_disables_and_drops_tokens_when_gate_is_off	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
refresh_noops_while_a_mint_is_in_flight	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
refresh_remints_on_binding_mismatch	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
refresh_remints_when_token_needs_refresh	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
refresh_rests_at_unconfigured_when_enabled_but_unconfigured	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
refresh_skips_when_token_is_fresh_and_binding_matches	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
safety_net_is_a_pure_noop_when_gate_is_off	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
safety_net_noops_on_fresh_token_and_rearms_parked_chain	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
sts_expires_at_prefers_expires_in_and_falls_back_to_jwt_expiry	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
sts_response_parses_with_and_without_expires_in	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
timer_delay_clamps_to_floor_when_near_or_past_expiry	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
timer_delay_fires_lead_time_before_expiry	app/src/ai/geap_credentials_tests.rs	app-ai	CLOUD	warp_managed_secrets::{ManagedSecretManager, client::{IdentityTokenOptions, TaskIdentityToken}}; crate::auth::AuthStateProvider; UserWorkspaces -- mints GCP tokens via Warp's own account-bound managed-secrets service. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
file_contents_from_response_keeps_only_whole_text_files	app/src/ai/get_relevant_files/remote_search/native_tests.rs	app-ai	MISSING-SUBSYSTEM	RE-VERIFIED 2026-08-10: the whole get_relevant_files/remote_search submodule is absent, though the ReadFileContextResponse/FileContextProto types it needs already exist in remote_server (non-cloud, Phosphor's own SSH daemon).		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
active_models_fall_back_to_usable_choice_or_custom_endpoint_when_default_disabled	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
active_models_use_default_when_usable	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
auto_models_show_the_agent_glyph_instead_of_a_host_logo	app/src/ai/llms_tests.rs	app-ai	DECLINED	New at 42effe840. Body is `model_leading_icon(&server_llm(...), ...)`; the pin's `model_leading_icon` is the caller of `should_show_host_icon_for_model` (42effe840:app/src/ai/llms.rs:137,150,161), which DECLINED.md #142/#347 marks `sym:should_show_host_icon_for_model`. Neither `fn model_leading_icon` nor `fn should_show_host_icon_for_model` exists under app/src or crates; the fork's model list is built locally by `build_byop_llm_infos` and `LLMInfo::host_configs` is always empty.	#142	42effe840	2026-08-15	clean	docs/pin-migration.md
custom_endpoint_usage_display_label_resolves_alias_name_and_generic_fallback	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
custom_llm_display_name_falls_back_to_name_when_alias_missing	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
custom_llm_display_name_uses_alias_when_present	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
custom_llm_infos_built_from_endpoints	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
custom_llm_infos_skip_endpoints_with_empty_api_key	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
custom_llm_infos_skip_models_without_config_key	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
custom_routers_keep_the_dataflow_icon	app/src/ai/llms_tests.rs	app-ai	DECLINED	New at 42effe840. Body is `model_leading_icon(&server_llm(...), ...)`; the pin's `model_leading_icon` is the caller of `should_show_host_icon_for_model` (42effe840:app/src/ai/llms.rs:137,150,161), which DECLINED.md #142/#347 marks `sym:should_show_host_icon_for_model`. Neither `fn model_leading_icon` nor `fn should_show_host_icon_for_model` exists under app/src or crates; the fork's model list is built locally by `build_byop_llm_infos` and `LLMInfo::host_configs` is always empty.	#142	42effe840	2026-08-15	clean	docs/pin-migration.md
explicit_child_model_pin_preserves_gui_behavior_and_only_emits_for_effective_changes	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
host_icon_visibility_requires_enabled_credentials_and_model_host	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
is_cloud_runnable_oz_model_id_classifies_ids	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
models_without_a_host_fall_back_to_the_provider_icon	app/src/ai/llms_tests.rs	app-ai	DECLINED	New at 42effe840. Body is `model_leading_icon(&server_llm(...), ...)`; the pin's `model_leading_icon` is the caller of `should_show_host_icon_for_model` (42effe840:app/src/ai/llms.rs:137,150,161), which DECLINED.md #142/#347 marks `sym:should_show_host_icon_for_model`. Neither `fn model_leading_icon` nor `fn should_show_host_icon_for_model` exists under app/src or crates; the fork's model list is built locally by `build_byop_llm_infos` and `LLMInfo::host_configs` is always empty.	#142	42effe840	2026-08-15	clean	docs/pin-migration.md
non_auto_models_keep_their_host_logo	app/src/ai/llms_tests.rs	app-ai	DECLINED	New at 42effe840. Body is `model_leading_icon(&server_llm(...), ...)`; the pin's `model_leading_icon` is the caller of `should_show_host_icon_for_model` (42effe840:app/src/ai/llms.rs:137,150,161), which DECLINED.md #142/#347 marks `sym:should_show_host_icon_for_model`. Neither `fn model_leading_icon` nor `fn should_show_host_icon_for_model` exists under app/src or crates; the fork's model list is built locally by `build_byop_llm_infos` and `LLMInfo::host_configs` is always empty.	#142	42effe840	2026-08-15	clean	docs/pin-migration.md
reconcile_preserves_custom_endpoint_models_not_configured_locally	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
reconcile_preserves_custom_models_saved_on_execution_profile	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
reconcile_preserves_custom_router_models_not_configured_locally	app/src/ai/llms_tests.rs	app-ai	DECLINED	New at 42effe840. Calls `reconcile_stale_custom_router_selection`, the custom-model-router half of the custom-endpoint provider store DECLINED.md #142/#347 declines (`sym:CustomEndpoint sym:build_custom_llm_infos`). Same shape as the row's existing sibling `reconcile_preserves_custom_endpoint_models_not_configured_locally`; no `fn reconcile_stale_custom_router_selection` exists under app/src or crates.	#142	42effe840	2026-08-15	clean	docs/pin-migration.md
removing_endpoint_purges_all_its_models_from_custom_llms	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
removing_model_row_purges_from_custom_llms	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
shared_model_picker_query_orders_filters_and_marks_disabled_choices	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
should_clear_preference_admin_disabled	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
should_clear_preference_requires_upgrade_without_byok	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
should_clear_preference_unavailable	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
should_not_clear_preference_out_of_requests	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
should_not_clear_preference_provider_outage	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
should_not_clear_preference_requires_upgrade_with_byok	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
updating_active_profile_base_model_persists_and_updates_resolution	app/src/ai/llms_tests.rs	app-ai	DECLINED	Maps exactly onto DECLINED.md's #142/#347 CustomEndpoint row -- the mechanical pass's CLOUD? cluster (should_clear_preference_*, host_icon_visibility_requires_enabled_credentials_and_model_host, custom_llm_infos_*, remov	#142	02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
bearer_token_rejects_a_firebase_token_about_to_expire	app/src/ai/mcp/builtin_tests.rs	app-ai	CLOUD	builtin.rs's own doc comment: "Built-in Warp-hosted MCP servers... attached automatically for logged-in users... authenticated with the user's existing session credentials (warp-server accepts both session ID tokens and		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
bearer_token_rejects_session_cookie_auth	app/src/ai/mcp/builtin_tests.rs	app-ai	CLOUD	builtin.rs's own doc comment: "Built-in Warp-hosted MCP servers... attached automatically for logged-in users... authenticated with the user's existing session credentials (warp-server accepts both session ID tokens and		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
bearer_token_uses_a_valid_firebase_id_token	app/src/ai/mcp/builtin_tests.rs	app-ai	CLOUD	builtin.rs's own doc comment: "Built-in Warp-hosted MCP servers... attached automatically for logged-in users... authenticated with the user's existing session credentials (warp-server accepts both session ID tokens and		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
bearer_token_uses_api_keys	app/src/ai/mcp/builtin_tests.rs	app-ai	CLOUD	builtin.rs's own doc comment: "Built-in Warp-hosted MCP servers... attached automatically for logged-in users... authenticated with the user's existing session credentials (warp-server accepts both session ID tokens and		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
factory_installation_resolves_to_a_preauthenticated_http_server	app/src/ai/mcp/builtin_tests.rs	app-ai	CLOUD	builtin.rs's own doc comment: "Built-in Warp-hosted MCP servers... attached automatically for logged-in users... authenticated with the user's existing session credentials (warp-server accepts both session ID tokens and		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
factory_mcp_url_joins_server_roots_with_and_without_trailing_slash	app/src/ai/mcp/builtin_tests.rs	app-ai	CLOUD	builtin.rs's own doc comment: "Built-in Warp-hosted MCP servers... attached automatically for logged-in users... authenticated with the user's existing session credentials (warp-server accepts both session ID tokens and		02b53fcd8	2026-08-11	clean	docs/sweep/app-ai.md
all_config_diagnostics_are_owned_sorted_and_cleared_independently	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. Asserts on `manager.config_diagnostics()` (owned, sorted, independently cleared). The fork ships `app/src/ai/mcp/file_based_manager.rs` but has no such accessor: `grep -rl '\bconfig_diagnostics\b' app/src crates lib --include='*.rs'` -> 0 files. Its nearest fork test is `test_config_error_preserves_last_known_good_servers`, which asserts server retention, not a diagnostics collection.		42effe840	2026-08-15	clean	issue-592-newtest-gap
servers_changed_only_emits_for_effective_source_set_changes	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	DIVERGENT	Already hand-traced in source inventory: the fork's `FileBasedMCPManagerEvent` has no `ServersChanged` variant. Carried forward as-is. [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
source_snapshots_preserve_provenance_scope_spawn_root_and_hash_lookup	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. Imports `use super::{CloudEnvMcpScanServer, FileBasedMCPServerScope, ...};` -- neither has a definition in the fork (definition-shaped grep over app/src, crates, lib -> 0 hits). The pin added per-source provenance/scope snapshots the fork's manager does not model.		42effe840	2026-08-15	clean	issue-592-newtest-gap
test_auto_started_cloud_scan_uuids_are_in_wait_set	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	CLOUD	Both need `handle_cloud_environment_scan_complete` -- absent from the fork's `file_based_manager.rs` (grep: zero hits). Cloud-environment MCP auto-detection, same family as `cloud_environments/catalog_tests.rs` (#211). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
test_project_scoped_cloud_scan_has_detected_servers_but_empty_wait_set	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	CLOUD	Both need `handle_cloud_environment_scan_complete` -- absent from the fork's `file_based_manager.rs` (grep: zero hits). Cloud-environment MCP auto-detection, same family as `cloud_environments/catalog_tests.rs` (#211). [RE-EXAMINED@42effe840 2026-08-15: this test's body is unchanged 02b53fcd8->42effe840 (whitespace-normalized identical), but the file's shared non-test region (imports/fixtures/helpers) did change upstream and was not traced per-test; verdict carried forward on the body.]		42effe840	2026-08-15	clean	docs/sweep/app-ai.md
tui_global_third_party_servers_never_auto_start	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. Sets `manager.defer_global_warp_autostart` / `manager.global_warp_servers_activated` and calls `manager.activate_global_warp_servers(ctx)`. None of those three exists in the fork (`grep -rl 'defer_global_warp_autostart\|global_warp_servers_activated\|activate_global_warp_servers' app/src crates lib --include='*.rs'` -> 0 files), though `apply_parsed_servers` does (app/src/ai/mcp/file_based_manager.rs). The pin added a deferred post-login activation gate for TUI global servers.		42effe840	2026-08-15	clean	issue-592-newtest-gap
tui_global_warp_servers_start_only_after_activation	app/src/ai/mcp/file_based_manager_tests.rs	app-ai	MISSING-SUBSYSTEM	New at 42effe840. Sets `manager.defer_global_warp_autostart` / `manager.global_warp_servers_activated` and calls `manager.activate_global_warp_servers(ctx)`. None of those three exists in the fork (`grep -rl 'defer_global_warp_autostart\|global_warp_servers_activated\|activate_global_warp_servers' app/src crates lib --include='*.rs'` -> 0 files), though `apply_parsed_servers` does (app/src/ai/mcp/file_based_manager.rs). The pin added a deferred post-login activation gate for TUI global servers.		42effe840	2026-08-15	clean	issue-592-newtest-gap
abort_config_parse_cancels_and_removes_inflight_task	app/src/ai/mcp/file_mcp_watcher_tests.rs	app-ai	PORTED	RE-ADJUDICATED 2026-08-10: fork already has this exact test, same name, at app/src/ai/mcp/file_mcp_watcher_tests.rs:47, exercising FileMCPWatcher::parse_abort_handles/abort_config_parse (file_mcp_watcher.rs:129,547) -- ported as part of the MCP config-parse cancellation fix (a real data-corruption bug: two rapid edits to one MCP config could race, and a parse in flight when its file is deleted could resurrect deleted servers). See TODO.md "MCP config-parse cancellation".		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
repository_discovery_is_surface_aware	app/src/ai/mcp/file_mcp_watcher_tests.rs	app-ai	DECLINED	New at 42effe840, and it is the reason 42effe840 added `use settings::SettingsMode;` to this file. Body calls `should_watch_repository(RepoDetectionSource::*, SettingsMode::Gui)` / `(..., SettingsMode::Tui)`. `SettingsMode` is deliberately dropped (DECLINED.md `SettingSurfaces` / `SettingsMode` row, `sym:SettingsMode`) and no `fn should_watch_repository` exists under app/src or crates.		42effe840	2026-08-15	clean	docs/pin-migration.md
local_round_trip_preserves_remote_computer_use	app/src/ai/orchestration/config_state_tests.rs	app-ai	CLOUD	RE-ADJUDICATED 2026-08-10: the pin's orchestration config-picker layer (config_state.rs/edit_state.rs/providers.rs/remote_child.rs/snapshots.rs/validation.rs) is CLOUD, not MISSING-SUBSYSTEM -- corrected and recorded in DECLINED.md's "Orchestration config-picker layer" row (#290, #325). AuthSecretSelection::Named resolves through providers.rs::resolve_auth_secret_selection_for_harness -> HarnessAvailabilityModel::auth_secrets_for, which needs ManagedSecretManager + ServerApiProvider; this fork wires ManagedSecretManager to DisabledManagedSecretsClient (app/src/lib.rs:1543). OrchestrationConfigState/apply_execution_mode_change are typed against RunAgentsExecutionMode, part of the #325-declined agent-invoked run_agents family (crates/ai/src/agent/action/mod.rs:150: AIAgentActionType::RunAgents deliberately absent). Orchestration itself IS built here (topology, events, pill bar, avatar, TUI model/tab bar) -- only this picker is cloud.		02b53fcd8	2026-08-10	clean	docs/sweep/app-ai.md
